Ticket Number,Agent,Priority,Subject,Tags,Conversation Summary
6211,101021676703.0,2,Cannot login to Cintoo,"Cintoo Cloud, SSO","Hi Yussef,       We are aware of sign in issues for Tetra Tech Cintoo users. Single Sign On was rece | Hi Yussef,      ​Please try signing in with your Tetra Tech email here: https://aec.cintoo.com/login | Yes it worked. Thank you!

 

Yussef Elzein  | Engineering Associate I

Phone: +1 (289) 255-08"
6210,101101504395.0,1,Ipad not working,"Mobile App, Cintoo Cloud","@Martial, where do we stand on using the desktop viewer on the mobile version? This should resolve t | Hi Michael,  
   
   
   Let me check with Martial where we stand on this.
   
   
    
   
   
   C | There are so much and various issues using the 3D view on mobile devices. Could you please be more s | Hi Martial Marchesseau, they were having issues with getting Cintoo to work with chrome or firefox.  | Let's rewind. The new viewer project will be mobile compatible. The current viewer is not. The new v | Martial Marchesseau I totally understand! I will talk with Micheal, I know that for the deal he is w"
6209,101021676713.0,2,An urgent need for utilization of GeoSLAM 360 photos in Cintoo,"Cintoo Cloud, GeoSlam","Leonardo Hidd Fonteles Omar Zerhouni maybe with the next Geoslam V2 import, they will not need to ex | João-Carlos Pereira Fialho I am not sure it is the same format. FARO GeoSLAM Connect had still point | Nick, Steve, who's following Tesla? Can you guys get this? | @Anis, @Dom, yet another request around usage of 360 photos  | Leonardo Hidd Fonteles Steven will be following up on this.  | The best is to ask them for a sample file so that we can test our new GeoSlam import.      Steven Ta | Agreed. I will be asking for e57, some images along with the scan path.  | Hi Gilbert,    We are discussing your issue internally to see if there is a better way to move forwa | There are there subjects here:  1- using the geoslam 360 images  2- using insta360 images  3- using  | Steven,

Thanks for getting back to us. I have created my own sample spreadsheet with a lot of man | Hi Gilbert,    Thanks for sending over the sample. It looks like we do not have permission to access | @Anis, some data to check from orbis  | Leonardo Hidd Fonteles I will add the data set to our data test base once client allow access | Usually they put support,   but I don't see any code | Steven,

We uploaded the rest of the files to another SharePoint link and sent you guys an invite. | from the folder shared, 360 images are just jpeg files. It doesn't correspond to the new device we a | Leonardo Hidd Fonteles regarding your comment on Taz project this morning, here the user seems to us | Hi Gilbert,    Thank you for sending this over. After further discussions we have determined the qui | Steven,

To our knowledge FARO Connect doesn't let us imbed the panos into the e57s. We can only p | Hi Gilbert,    I was digging through the Faro knowledge base and found something that might help. Be | Omar Zerhouni  Can you share these data with me to check why the images are not well aligned. | Anis Meftah fd6209_pano images.zip - Microsoft Azure you can find the panos here | Omar Zerhouni , tu as aussi le nuage de points ? | Anis Meftah Justement, il n'y a pas de nuage de point .e57. Y a juste un fichier .geoslam et un fich | Omar Zerhouni  oui stp | Hi Steve,  I was able to generete a correct csv and then upload correctly the panos as you can see i | Anis Meftah 2024-04-10_19-21-02_clean_surfaceNoise_range_colour_rigid.laz - Microsoft Azure  | We're conducting additional scans today. Will give this a shot and send over some more data once ava | Hi Gilbert,    Our team was doing some test and walking through potential ways to streamline the 360 | Hey,

Thanks for your insight. I uploaded a e57 exported with the panos into the same folder that "
6208,101026576803.0,1,Testing,Cintoo Cloud,"João-Carlos Pereira Fialho This is a test note. | Hi Nicholas,    This is a test reply.       Nicholas Czarnick  AEC Customer Success
Manager – Americ | Hi Nicholas,    This is a reply to the test ;-) | This is fixed.

Nicholas Czarnick
AEC Customer Success Manager - Americas
[cid:image001.jpg@01DA"
6206,101095952946.0,2,Alignment Tools,"Alignment Tool, Cintoo Cloud, Manage Scan Projects","Hi Bob,    I understand the frustration regarding this issue. I will check with our team on this iss | Omar Zerhouni Martial Marchesseau Issue with the Alignment tool  | I already deleted the scans and started to reupload it.

Regards,
Bob Squier
+1.248.705.0678 Mob | >  When I hid and showed the different work zones      Could you please ask for more details on the  | Hi Bob,  ​ To better understand and investigate the issue you've encountered, we kindly request addi | [cid:262e6fc1-efa0-418a-9601-b824e774a67f]

""scans to align"" was the ""PAWNEE - INTERIOR"" parent fo | Hi Bob,  
   
   
   Thanks for that information. So when you re imported it was successful correct  | Please reread my explanation. Most of this was answered.

I guess I unchecked the sub-work zones f | Hi Bob,    Thank you for sharing your workaround of re-importing the scans and finalizing the alignm | Guillaume Hercod Martial Marchesseau When hiding and showing different work zones (by unchecking sub | John Tapia uncheching a workzone from the Project Explorer does not hide it but remove it from the s | There is multiple problem / use case here.     As Martial Marchesseau say, notify the user than to h | Hi Bob,    Thank you for your patience and for providing the additional information about your exper | see below...

Regards,
Bob Squier
+1.248.705.0678 Mobile
3D Scan IT, Inc.

""One Accurate Meas | I wanted to check to see where we are at with the ticket | John Tapia you can close this ticket as no improvement will be done in the legacy alignement tool ex"
6205,101021676710.0,2,Importation fichier .rcp ou .e57 impossible,,"Bonjour Richard,    Merci d'avoir confirmé la version de Cintoo Connect. La dernière (2.10) ouvre en | Bonjour,

Merci pour votre retour.

Il est fort possible que le fichier .rcp ne contienne pas de | Merci Richard pour les informations additionnelles.
   
   
    
   
   
   Concernant la première q | Bonjour,

Ça a été un peu long, mais j’ai réussi à télécharger les 120 GB de data.

Lorsque j’ef | En effet, c'est de la très haute résolution :)
   
   
    
   
   
   Le message Unified signifie q | Bonjour,

Je suis désolé de vous avoir dérangé hier soir, et je vous remercie pour votre promptitu | @João would you like be able to setup the call with this customer? | Bonjour Richard,    Désolé pour le retard à vous répondre, je contacte un de nos CSMs pour vous avoi"
6204,101101147224.0,2,Recap Error,,"Hi Gozde,    When exporting a big amount of scans we tend to advise to export to RCP format instead  | @Omar, this is the first time I see this error, could you please check with the Native team what cou | Leonardo Hidd Fonteles I tried exporting Cintoo industrial Plant to RCS and didn't encounter any err | João-Carlos Pereira Fialho I see you are assigned as Company Owner for Nothvolt in Hubspot. Can you  | Kris Atkinson hi Kris, we will take care of this ticket.  I have acces to the project, I will invite | João-Carlos Pereira Fialho certainly please add me and I will attempt to recreate | Hi Gozde,    I just wanted to follow up on your support ticket relating to your Recap export error # | João-Carlos Pereira Fialho Omar Zerhouni Leonardo Hidd Fonteles an update on this case i was able to | Hi Gozde,     from my message yesterday in relation to support ticket - Recap export error #6204.   "
6200,101102656450.0,2,Redwood Materials Renewal,Billing,"You’re on a roll today.

Rob Rasnic

Chief Sales Officer

Cintoo US Inc.<file:///var/container | Hi Alex,     Invoice sent.  Follow Up Sales updated.  Kind regards,     Cécile"
6199,101102656450.0,2,New plan for Power Engineering,Billing,"Hi Alex,     Invoice sent.  I will updated the Follow Up Sales tomorrow.  I'm sorry, I don't know if"
6198,101102656450.0,2,Upgrade for GCM Consultants,Billing,"Nice work Alex!

Rob Rasnic

Chief Sales Officer

Cintoo US Inc.<file:///var/containers/Bundle | Hi Alex,     Invoice done and Follow up sales updated.     Pro-rated calculation ok :     Credit for"
6197,101102656450.0,2,"New: Sam 20,000 Scans 2yr",Billing,"Nice work my man!

Rob Rasnic

Chief Sales Officer

Cintoo US Inc.<file:///var/containers/Bund | Caroline Noel As Jason described, this new 20,000 CSD ONLY plan will go under:     Company name: Pre | Hi Jason,     Invoice corrected and sent.  Follow up Sales and Orion updated.     Kind regards,  Céc"
6196,101021676703.0,2,FW: problems logging to my cintoo account,SSO,"Thomas Corvazier Salomon Mayengue Cyril Deguet I'm not sure I understand how SSO works when one comp | It's a bit tricky, SSO is for all @tetratech.com users, no matter the account. The easiest way would | Nicholas Czarnick tricky case!  SSO is based on email domain provided at login time, so if login end | Thomas Corvazier fortunately we said the same thing ? | Thomas Corvazier Cyril Deguet Thanks for the quick response! I've let the customer know that they ne | Thanks @Nick, I have assigned this ticket to you, the current status is Open, I let you update the s | Customer confirmed their SSO is working now. Closing this ticket"
6195,101053189816.0,2,BLK2GO data set issues in Cintoo,"Cintoo Connect, Import Unstructured Scans","Hi Dorin,    Have you used our alignment tools which align the setups properly?   Manual Alignment T | I am aware of alignment tool, but I don’t think  is useful in this case.
The  3D Navi mode shows th | Hi Dorin,    Got it. Let me check with the team to further look into the issue.       John Tapia  Te | Nicholas Czarnick João-Carlos Pereira Fialho Any ideas?  | John Tapia The main issue seems to be the incorrect orientation of the pano images in the BLK2GO dat | Hi Dorin,    What version of Cintoo Connect are you using at this time? As well can you share the so | Hi Dorin,    Checking back on my email to know which version of Cintoo Connect and if you can share  | An old version: 2.6.1.

I will update it today to 2.10.0 . Should I delete and  upload the data ag | Hi Dorin,    Yes        John Tapia  Technical Support Manager  www.cintoo.com | HI John,

I have upgraded Cintoo Connect and uploaded all the scans again.
I have the same issue  | Nicholas Czarnick I had them update to the latest Cintoo Connect you have any other ideas  | John Tapia please ask him to share with us the source E57 file he is using to upload the BLK2GO data | Hi Dorin,    I would like for you to share the e57 file I have sent a link to your email to upload t | Nicholas Czarnick The client sent the link to my email https://kenaidan-my.sharepoint.com/:f:/p/dnit | John Tapia I am seeing the same pano image orientation issue in 2 out of the 3 e57 files shared by t | We have the files from the customer regarding the issue with the pano images  | Omar Zerhouni Anis Meftah For context, customer is uploading BLK2GO e57 files with embedded pano ima | The positions of the panos are correct, that's why in the minimap we see that the sprites are well a | Anis Meftah Thanks for the information.     John Tapia Please let the customer know the orientation  | Hi Dorin,    We wanted to let you know the orientation and path trajectory information in source fil | OK. Thanks

Dorin

 | Hi Dorin,    Let me know your results so in case anything else is needed we can check.       John Ta"
